Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
30072023 001720.565	55.92	51.95	n/a	n/a	n/a	n/a	n/a	n/a	0.69	0.55	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 001741.966	38.49	31.99	n/a	n/a	n/a	n/a	n/a	n/a	0.47	0.32	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 001803.368	33.71	27.76	n/a	n/a	n/a	n/a	n/a	n/a	0.41	0.27	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 001824.769	24.65	23.02	n/a	n/a	n/a	n/a	n/a	n/a	0.29	0.21	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 001846.069	23.22	18.03	n/a	n/a	n/a	n/a	n/a	n/a	0.27	0.15	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 001907.265	39.10	12.00	n/a	n/a	n/a	n/a	n/a	n/a	0.48	0.08	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 001928.385	40.97	6.19	n/a	n/a	n/a	n/a	n/a	n/a	0.50	0.02	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 001949.582	26.16	1.81	n/a	n/a	n/a	n/a	n/a	n/a	0.31	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 002010.677	15.50	8.20	n/a	n/a	n/a	n/a	n/a	n/a	0.18	0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 002031.873	15.82	24.24	n/a	n/a	n/a	n/a	n/a	n/a	0.18	0.23	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 002052.968	23.37	24.51	n/a	n/a	n/a	n/a	n/a	n/a	0.28	0.23	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 002114.164	27.53	20.38	n/a	n/a	n/a	n/a	n/a	n/a	0.33	0.18	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 002135.285	20.32	17.90	n/a	n/a	n/a	n/a	n/a	n/a	0.24	0.15	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 004409.370	703.42	852.02	n/a	n/a	n/a	n/a	n/a	n/a	8.94	9.89	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 004430.566	304.47	281.12	n/a	n/a	n/a	n/a	n/a	n/a	3.86	3.23	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 004451.763	285.98	251.64	n/a	n/a	n/a	n/a	n/a	n/a	3.62	2.88	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 004513.165	260.99	233.72	n/a	n/a	n/a	n/a	n/a	n/a	3.30	2.67	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 004534.464	214.11	174.59	n/a	n/a	n/a	n/a	n/a	n/a	2.71	1.98	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 004555.686	217.61	153.97	n/a	n/a	n/a	n/a	n/a	n/a	2.75	1.74	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 004616.781	159.12	131.61	n/a	n/a	n/a	n/a	n/a	n/a	2.01	1.48	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 004637.977	139.60	117.72	n/a	n/a	n/a	n/a	n/a	n/a	1.76	1.32	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 004659.072	156.63	82.09	n/a	n/a	n/a	n/a	n/a	n/a	1.97	0.90	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 004720.269	86.81	59.46	n/a	n/a	n/a	n/a	n/a	n/a	1.08	0.64	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 004741.363	66.64	39.94	n/a	n/a	n/a	n/a	n/a	n/a	0.83	0.41	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 004802.585	54.14	42.03	n/a	n/a	n/a	n/a	n/a	n/a	0.67	0.43	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 004823.961	8.34	32.30	n/a	n/a	n/a	n/a	n/a	n/a	0.08	0.32	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 004845.081	28.33	26.59	n/a	n/a	n/a	n/a	n/a	n/a	0.34	0.25	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 004906.278	23.84	24.47	n/a	n/a	n/a	n/a	n/a	n/a	0.28	0.23	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 004927.680	17.52	21.19	n/a	n/a	n/a	n/a	n/a	n/a	0.20	0.19	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 004948.979	12.80	16.65	n/a	n/a	n/a	n/a	n/a	n/a	0.14	0.14	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 005010.176	10.67	11.03	n/a	n/a	n/a	n/a	n/a	n/a	0.11	0.07	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 005031.270	12.76	3.83	n/a	n/a	n/a	n/a	n/a	n/a	0.14	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 005052.467	11.69	1.62	n/a	n/a	n/a	n/a	n/a	n/a	0.13	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 005113.664	7.87	1.24	n/a	n/a	n/a	n/a	n/a	n/a	0.08	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 005134.963	4.11	1.70	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 005156.185	3.65	4.39	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 005217.280	6.45	4.63	n/a	n/a	n/a	n/a	n/a	n/a	0.06	-0.00	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 005238.477	4.28	3.48	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 005259.571	1.52	3.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.00	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 011534.067	707.02	859.74	n/a	n/a	n/a	n/a	n/a	n/a	8.98	9.98	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 011555.264	274.53	261.96	n/a	n/a	n/a	n/a	n/a	n/a	3.48	3.00	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 011616.666	256.34	236.92	n/a	n/a	n/a	n/a	n/a	n/a	3.24	2.71	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 011638.067	224.86	220.63	n/a	n/a	n/a	n/a	n/a	n/a	2.84	2.52	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 011659.469	212.98	183.29	n/a	n/a	n/a	n/a	n/a	n/a	2.69	2.08	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 011720.563	180.79	147.10	n/a	n/a	n/a	n/a	n/a	n/a	2.28	1.66	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 011741.786	147.56	147.84	n/a	n/a	n/a	n/a	n/a	n/a	1.86	1.67	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 011803.162	116.00	143.04	n/a	n/a	n/a	n/a	n/a	n/a	1.46	1.61	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 011824.563	115.68	78.54	n/a	n/a	n/a	n/a	n/a	n/a	1.45	0.86	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 011845.965	68.59	62.83	n/a	n/a	n/a	n/a	n/a	n/a	0.85	0.68	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 011907.085	69.30	52.68	n/a	n/a	n/a	n/a	n/a	n/a	0.86	0.56	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 011928.282	33.87	12.84	n/a	n/a	n/a	n/a	n/a	n/a	0.41	0.09	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 011949.683	54.55	14.93	n/a	n/a	n/a	n/a	n/a	n/a	0.67	0.12	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 012011.085	25.66	15.32	n/a	n/a	n/a	n/a	n/a	n/a	0.31	0.12	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 012032.487	21.74	13.63	n/a	n/a	n/a	n/a	n/a	n/a	0.26	0.10	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 012053.863	14.28	11.83	n/a	n/a	n/a	n/a	n/a	n/a	0.16	0.08	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 012115.264	11.54	9.89	n/a	n/a	n/a	n/a	n/a	n/a	0.13	0.06	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 012136.666	12.06	8.89	n/a	n/a	n/a	n/a	n/a	n/a	0.13	0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 012158.067	12.22	2.18	n/a	n/a	n/a	n/a	n/a	n/a	0.13	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 012219.469	10.78	1.25	n/a	n/a	n/a	n/a	n/a	n/a	0.12	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 012240.871	3.27	1.10	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 012302.272	1.57	1.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.00	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 012323.674	1.71	2.54	n/a	n/a	n/a	n/a	n/a	n/a	0.00	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 012345.076	2.25	2.49	n/a	n/a	n/a	n/a	n/a	n/a	0.01	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 012406.375	1.54	1.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.00	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 012427.572	0.46	1.69	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 014702.581	685.32	847.78	n/a	n/a	n/a	n/a	n/a	n/a	8.71	9.84	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 014723.778	271.70	247.51	n/a	n/a	n/a	n/a	n/a	n/a	3.44	2.83	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 014745.179	236.77	224.11	n/a	n/a	n/a	n/a	n/a	n/a	2.99	2.56	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 014806.581	232.96	195.50	n/a	n/a	n/a	n/a	n/a	n/a	2.95	2.23	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 014827.983	185.04	152.39	n/a	n/a	n/a	n/a	n/a	n/a	2.34	1.72	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 014849.180	154.44	140.33	n/a	n/a	n/a	n/a	n/a	n/a	1.95	1.58	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 014910.581	168.14	140.05	n/a	n/a	n/a	n/a	n/a	n/a	2.12	1.58	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 014931.983	136.57	69.77	n/a	n/a	n/a	n/a	n/a	n/a	1.72	0.76	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 014953.282	71.63	60.72	n/a	n/a	n/a	n/a	n/a	n/a	0.89	0.65	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 015014.479	76.26	61.22	n/a	n/a	n/a	n/a	n/a	n/a	0.95	0.66	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 015035.676	58.66	36.18	n/a	n/a	n/a	n/a	n/a	n/a	0.73	0.37	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 015057.077	31.28	36.83	n/a	n/a	n/a	n/a	n/a	n/a	0.38	0.37	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 015118.479	14.21	30.83	n/a	n/a	n/a	n/a	n/a	n/a	0.16	0.30	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 015139.881	12.78	24.17	n/a	n/a	n/a	n/a	n/a	n/a	0.14	0.23	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 015201.282	19.43	17.31	n/a	n/a	n/a	n/a	n/a	n/a	0.23	0.15	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 015222.684	7.93	14.61	n/a	n/a	n/a	n/a	n/a	n/a	0.08	0.11	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 015244.086	13.03	10.96	n/a	n/a	n/a	n/a	n/a	n/a	0.14	0.07	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 015305.387	13.14	7.16	n/a	n/a	n/a	n/a	n/a	n/a	0.15	0.03	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 015326.582	9.68	1.91	n/a	n/a	n/a	n/a	n/a	n/a	0.10	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 015347.778	6.86	1.13	n/a	n/a	n/a	n/a	n/a	n/a	0.07	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 015409.180	2.04	1.07	n/a	n/a	n/a	n/a	n/a	n/a	0.00	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 015430.479	0.32	1.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 015451.676	0.24	1.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 015512.873	0.38	1.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 015534.275	0.08	1.07	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 015555.676	-0.29	1.07	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 021831.071	616.99	826.37	n/a	n/a	n/a	n/a	n/a	n/a	7.84	9.59	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 021852.268	220.35	225.47	n/a	n/a	n/a	n/a	n/a	n/a	2.79	2.58	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 021913.669	201.23	217.03	n/a	n/a	n/a	n/a	n/a	n/a	2.54	2.48	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 021935.071	210.38	165.96	n/a	n/a	n/a	n/a	n/a	n/a	2.66	1.88	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 021956.472	161.96	137.50	n/a	n/a	n/a	n/a	n/a	n/a	2.04	1.55	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 022017.874	135.83	111.84	n/a	n/a	n/a	n/a	n/a	n/a	1.71	1.25	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 022039.276	162.56	133.31	n/a	n/a	n/a	n/a	n/a	n/a	2.05	1.50	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 022100.678	107.78	62.11	n/a	n/a	n/a	n/a	n/a	n/a	1.35	0.67	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 022122.079	67.15	70.85	n/a	n/a	n/a	n/a	n/a	n/a	0.83	0.77	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 022143.481	72.05	63.97	n/a	n/a	n/a	n/a	n/a	n/a	0.90	0.69	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 022204.678	12.90	12.03	n/a	n/a	n/a	n/a	n/a	n/a	0.14	0.08	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 022226.079	23.10	8.97	n/a	n/a	n/a	n/a	n/a	n/a	0.27	0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 022247.481	2.46	17.91	n/a	n/a	n/a	n/a	n/a	n/a	0.01	0.15	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 022308.883	12.67	29.79	n/a	n/a	n/a	n/a	n/a	n/a	0.14	0.29	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 022330.284	22.45	18.96	n/a	n/a	n/a	n/a	n/a	n/a	0.26	0.16	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 022351.686	13.23	11.41	n/a	n/a	n/a	n/a	n/a	n/a	0.15	0.08	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 022413.088	0.98	9.12	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 022434.489	8.45	3.07	n/a	n/a	n/a	n/a	n/a	n/a	0.09	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 022455.891	5.58	1.55	n/a	n/a	n/a	n/a	n/a	n/a	0.05	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 022517.292	3.22	1.09	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 022538.668	0.30	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 022600.070	0.26	1.12	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 022621.472	-0.16	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 022642.873	-0.33	0.88	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 022704.275	-0.44	0.96	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 022725.677	-0.51	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 025001.277	661.55	638.47	n/a	n/a	n/a	n/a	n/a	n/a	8.41	7.40	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 025022.576	227.39	199.96	n/a	n/a	n/a	n/a	n/a	n/a	2.87	2.28	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 025043.978	172.09	167.87	n/a	n/a	n/a	n/a	n/a	n/a	2.17	1.90	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 025105.379	159.71	148.95	n/a	n/a	n/a	n/a	n/a	n/a	2.01	1.68	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 025126.781	150.80	125.07	n/a	n/a	n/a	n/a	n/a	n/a	1.90	1.40	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 025148.183	114.76	106.63	n/a	n/a	n/a	n/a	n/a	n/a	1.44	1.19	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 025209.584	130.36	107.61	n/a	n/a	n/a	n/a	n/a	n/a	1.64	1.20	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 025230.986	90.40	68.04	n/a	n/a	n/a	n/a	n/a	n/a	1.13	0.74	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 025252.388	45.66	52.11	n/a	n/a	n/a	n/a	n/a	n/a	0.56	0.55	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 025313.789	92.40	53.04	n/a	n/a	n/a	n/a	n/a	n/a	1.16	0.56	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 025335.191	51.10	59.31	n/a	n/a	n/a	n/a	n/a	n/a	0.63	0.64	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 025356.593	30.52	45.46	n/a	n/a	n/a	n/a	n/a	n/a	0.37	0.47	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 025417.994	43.39	47.01	n/a	n/a	n/a	n/a	n/a	n/a	0.53	0.49	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 025439.396	52.52	26.38	n/a	n/a	n/a	n/a	n/a	n/a	0.65	0.25	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 025500.772	48.41	21.41	n/a	n/a	n/a	n/a	n/a	n/a	0.60	0.19	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 025521.892	23.86	21.25	n/a	n/a	n/a	n/a	n/a	n/a	0.28	0.19	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 025543.089	6.26	18.79	n/a	n/a	n/a	n/a	n/a	n/a	0.06	0.16	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 025604.490	3.92	13.76	n/a	n/a	n/a	n/a	n/a	n/a	0.03	0.10	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 025625.892	0.46	4.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 025647.294	-0.30	1.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 025708.695	-0.31	1.00	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 025730.097	-0.35	0.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 025751.473	-0.44	0.88	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 025812.696	-0.40	0.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 025834.097	-0.41	0.72	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 025855.473	-0.34	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 032131.382	310.02	487.52	n/a	n/a	n/a	n/a	n/a	n/a	3.93	5.63	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 032152.681	232.34	234.91	n/a	n/a	n/a	n/a	n/a	n/a	2.94	2.69	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 032214.083	226.69	200.68	n/a	n/a	n/a	n/a	n/a	n/a	2.87	2.29	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 032235.485	180.07	169.32	n/a	n/a	n/a	n/a	n/a	n/a	2.27	1.92	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 032256.886	196.85	164.88	n/a	n/a	n/a	n/a	n/a	n/a	2.49	1.87	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 032318.288	187.59	154.79	n/a	n/a	n/a	n/a	n/a	n/a	2.37	1.75	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 032339.689	155.38	140.71	n/a	n/a	n/a	n/a	n/a	n/a	1.96	1.59	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 032401.091	127.30	122.51	n/a	n/a	n/a	n/a	n/a	n/a	1.60	1.37	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 032422.493	108.35	110.40	n/a	n/a	n/a	n/a	n/a	n/a	1.36	1.23	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 032443.894	97.06	117.86	n/a	n/a	n/a	n/a	n/a	n/a	1.21	1.32	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 032505.296	108.14	101.89	n/a	n/a	n/a	n/a	n/a	n/a	1.36	1.13	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 032526.698	76.26	87.49	n/a	n/a	n/a	n/a	n/a	n/a	0.95	0.96	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 032548.099	93.66	72.84	n/a	n/a	n/a	n/a	n/a	n/a	1.17	0.79	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 032609.501	59.33	77.02	n/a	n/a	n/a	n/a	n/a	n/a	0.73	0.84	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 032630.904	67.35	80.98	n/a	n/a	n/a	n/a	n/a	n/a	0.84	0.89	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 032652.279	76.79	78.51	n/a	n/a	n/a	n/a	n/a	n/a	0.96	0.86	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 032713.681	74.05	60.35	n/a	n/a	n/a	n/a	n/a	n/a	0.92	0.65	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 032735.082	75.76	35.26	n/a	n/a	n/a	n/a	n/a	n/a	0.94	0.35	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 032756.484	63.71	7.25	n/a	n/a	n/a	n/a	n/a	n/a	0.79	0.03	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 032817.886	55.16	1.35	n/a	n/a	n/a	n/a	n/a	n/a	0.68	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
