Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
30072023 170747.291	-0.51	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 170808.692	-0.46	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 170830.094	-0.45	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 170851.496	-0.47	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 170912.897	-0.49	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 170934.299	-0.51	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 170955.701	-0.51	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 171017.102	-0.55	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 173250.607	-0.55	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 173312.009	-0.52	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 173333.411	-0.61	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 173354.915	-0.54	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 173416.291	-0.63	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 173437.693	-0.51	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 173459.094	-0.55	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 173520.496	-0.63	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 173541.898	-0.56	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 173603.299	-0.52	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 173624.701	-0.47	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 173646.103	-0.46	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 173707.505	-0.50	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 173728.906	-0.50	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 173750.308	-0.44	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 173811.710	-0.48	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 173833.111	-0.59	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 173854.513	-0.64	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 173915.915	-0.51	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 173937.118	-0.51	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 173958.514	-0.55	0.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 174019.915	-0.55	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 174041.317	-0.50	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 174102.693	-0.55	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 174123.915	-0.55	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 174145.317	-0.50	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 180418.514	-0.63	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 180439.916	-0.59	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 180501.317	-0.54	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 180522.514	-0.55	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 180543.916	-0.55	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 180605.318	-0.59	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 180626.720	-0.57	0.10	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 180648.121	-0.49	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 180709.523	-0.59	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 180730.925	-0.56	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 180752.301	-0.49	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 180813.523	-0.54	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 180834.925	-0.64	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 180856.301	-0.53	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 180917.421	-0.67	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 180938.618	-0.53	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 181000.020	-0.62	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 181021.421	-0.62	0.11	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 181042.823	-0.61	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 181104.020	-0.54	0.15	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 181125.422	-0.50	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 181146.824	-0.51	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 181208.225	-0.48	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 181229.627	-0.56	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 181251.003	-0.51	0.12	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 181312.405	-0.48	0.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 183545.320	-0.59	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 183606.722	-0.51	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 183627.918	-0.58	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 183649.320	-0.59	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 183710.722	-0.52	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 183732.124	-0.59	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 183753.525	-0.53	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 183814.927	-0.54	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 183836.329	-0.51	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 183857.526	-0.62	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 183918.927	-0.52	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 183940.329	-0.49	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 184001.731	-0.50	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 184023.133	-0.54	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 184044.534	-0.55	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 184105.910	-0.54	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 184127.312	-0.49	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 184148.714	-0.40	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 184210.115	-0.51	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 184231.517	-0.52	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 184252.714	-0.47	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 184314.116	-0.55	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 184335.517	-0.46	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 184356.919	-0.45	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 184418.321	-0.48	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 184439.722	-0.49	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 190712.536	-0.51	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 190733.835	-0.56	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 190755.237	-0.59	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 190816.639	-0.50	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 190838.040	-0.63	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 190859.442	-0.47	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 190920.843	-0.51	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 190942.220	-0.49	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 191003.621	-0.56	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 191024.844	-0.56	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 191046.220	-0.48	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 191107.622	-0.49	0.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 191129.024	-0.53	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 191150.425	-0.51	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 191211.827	-0.49	0.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 191233.229	-0.57	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 191254.630	-0.62	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 191316.032	-0.44	0.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 191337.434	-0.52	0.15	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 191358.835	-0.59	0.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 191420.032	-0.50	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 191441.434	-0.57	0.13	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 191502.836	-0.49	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 191524.238	-0.53	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 191545.639	-0.51	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 191607.041	-0.63	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 193839.931	-0.56	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 193901.128	-0.51	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 193922.351	-0.52	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 193943.752	-0.30	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 194005.128	-0.04	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 194026.530	-0.49	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 194047.932	-0.54	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 194109.333	-0.35	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 194130.735	-0.44	0.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 194151.932	-0.50	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 194213.334	-0.69	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 194234.736	-0.47	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 194256.137	-0.51	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 194317.539	-0.46	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 194338.941	-0.57	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 194400.342	-0.70	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 194421.744	-0.52	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 194443.146	-0.62	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 194504.548	-0.64	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 194525.745	-0.38	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 194547.146	-0.43	0.12	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 194608.548	-0.46	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 194629.949	-0.47	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 194651.351	-0.45	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 194712.753	-0.40	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 194734.155	-0.46	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 201007.352	-0.37	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 201028.652	-0.43	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 201050.053	-0.39	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 201111.455	-0.38	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 201132.857	-0.41	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 201154.259	-0.48	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 201215.660	-0.51	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 201237.062	-0.53	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 201258.259	-0.36	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 201319.660	-0.42	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 201341.062	-0.38	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 201402.464	-0.47	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 201423.840	-0.56	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 201445.063	-0.57	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 201506.464	-0.45	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 201527.840	-0.43	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 201549.242	-0.55	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 201610.644	-0.44	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 201632.046	-0.40	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 201653.242	-0.50	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
