Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
28072023 124329.536	0.09	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 124350.937	0.09	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 124412.339	0.05	0.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 124433.741	0.11	1.01	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 124455.142	0.10	1.02	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 124516.544	0.22	0.96	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 124537.946	0.10	1.00	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 124559.347	0.03	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 124620.749	0.03	0.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 124642.151	0.07	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 124703.347	-0.04	0.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 124724.749	-0.14	0.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 124746.151	-0.00	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 124807.527	0.02	0.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 124828.928	-0.02	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 124850.151	-0.00	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 124911.527	0.03	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 124932.928	0.04	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 124954.330	0.02	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
28072023 134116.854	-0.20	2.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
28072023 134138.051	-0.15	1.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
28072023 134159.452	-0.12	1.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
28072023 134220.854	-0.07	1.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
28072023 134242.230	0.28	1.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
28072023 134303.455	0.96	1.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
28072023 134324.854	0.29	1.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
28072023 134346.230	0.32	1.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
28072023 134407.631	0.24	1.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
28072023 134429.033	-0.00	1.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
28072023 134450.434	-0.05	1.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
28072023 134511.836	0.08	1.12	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
28072023 134533.238	0.08	1.04	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
28072023 134554.639	-0.06	0.96	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
28072023 134616.041	-0.13	1.02	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
28072023 134637.442	-0.16	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
28072023 134658.844	-0.04	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
28072023 134720.246	-0.07	1.00	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
28072023 134741.647	-0.15	0.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
28072023 134803.049	-0.05	0.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
28072023 134824.450	-0.18	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
28072023 134845.852	-0.22	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
28072023 134907.254	-0.13	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
28072023 134928.629	-0.07	0.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
28072023 134949.749	-0.06	1.08	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
28072023 135010.946	-0.09	1.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
